page_url,image_url,tvshow_title,year,rating,director,actors,seasons,series,genres,countries,description
https://www.imdb.com/title/tt0419348/,https://m.media-amazon.com/images/M/MV5BYzg2Zjc2OGYtMzVmNy00N2Y5LTljYzItZWNlMjZjNTIyZDM0XkEyXkFqcGc@._V1_.jpg,The Life and Times of Juniper Lee,2005,6.5,Judd Winick,"Lara Jill Miller, Kath Soucie, Carlos Alazraqui, Candi Milo, Tara Strong, Colleen O'Shaughnessey",3,40,"Action, Adventure, Animation, Comedy, Family, Fantasy, Superhero, Supernatural Fantasy",United States,Juniper Lee is an 11 year old girl who can fight the force of chaos and curses. One day she skipped one of her friends' birthdays and fights the chaos again.
https://www.imdb.com/title/tt0421030/,https://m.media-amazon.com/images/M/MV5BMTkxMjEzNTE0Ml5BMl5BanBnXkFtZTcwNTM3MDAzNA@@._V1_.jpg,Big Love,2006,7.7,"Mark V. Olsen, Will Scheffer","Bill Paxton, Jeanne Tripplehorn, Chloë Sevigny, Ginnifer Goodwin, Douglas Smith, Grace Zabriskie",5,53,"Drama, Soap Opera",United States,A Utah polygamist who owns home improvement stores in the Salt Lake City area juggles relationships with three wives while trying to keep his complex family life from becoming a public scandal.
https://www.imdb.com/title/tt0421306/,https://m.media-amazon.com/images/M/MV5BNjVjMTI4MmEtZTYwOC00ODdhLTg4ODctYjVlZDc0Yzc3YTU4XkEyXkFqcGc@._V1_.jpg,Catscratch,2005,6.6,Doug TenNapel,"Wayne Knight, Rob Paulsen, Kevin McDonald, Maurice LaMarche, Liliana Mumy, John DiMaggio",1,20,"Animal Adventure, Animation, Comedy, Family, Farce, Hand-Drawn Animation, Slapstick","United States, South Korea","When their owner passes away, three cats, who are brothers that don't resemble each other, inherit a large amount of fortune along with a giant mansion and a very sarcastic butler named Hovis."
https://www.imdb.com/title/tt0423657/,https://m.media-amazon.com/images/M/MV5BYzZjOGE1YTgtMGNjMC00ZTM5LTlhMDQtYmEwN2MzOGZlMWQ2XkEyXkFqcGc@._V1_.jpg,"Go, Diego! Go!",2005,4.4,"Valerie Walsh Valdes, Chris Gifford","Rosie Perez, Jake T. Austin, Keeler Sandhaus, Jose Zelaya, Constanza Sperakis, Brandon Zambrano",5,75,"Adventure, Animal Adventure, Animation, Comedy, Family",United States,"Diego, a boy who loves nature, helps save animals in trouble with his friend jaguar."
https://www.imdb.com/title/tt0426371/,https://m.media-amazon.com/images/M/MV5BY2JkNzFmYWItMGI1Yi00OGU1LTg3NzUtM2M0NWFkOTFjZTI5XkEyXkFqcGc@._V1_.jpg,The Suite Life of Zack & Cody,2005,6.6,"Jim Geoghan, Danny Kallis","Cole Sprouse, Dylan Sprouse, Brenda Song, Ashley French, Phill Lewis, Kim Rhodes",3,87,"Comedy, Family, Sitcom, Slapstick",United States,Comedy about identical twins living at the Tipton Hotel with their single mother who is a lounge singer at the hotel.
https://www.imdb.com/title/tt0426654/,https://m.media-amazon.com/images/M/MV5BN2Y0N2NmZmItOTUwMy00MGEwLWIzMjMtNGI5NDAxZDk3YjAyXkEyXkFqcGc@._V1_.jpg,Nathan Barley,2005,8.0,,"Nicholas Burns, Julian Barratt, Claire Keelan, Spencer Brown, Richard Ayoade, Charlie Condou",Unknown,7,"Comedy, Satire, Sitcom",United Kingdom,"After publishing a rant about 'idiots' - frantically hip, ignorant scenesters - Dan Ashcroft finds these same people embracing him as his idol and his nerves constantly tested by his biggest fan, moronic scene personality Nathan Barley."
https://www.imdb.com/title/tt0426686/,https://m.media-amazon.com/images/M/MV5BMzFmZDE0ODktYTg2ZS00OWMwLThjMGYtYmE3YzAwOTA5YmYwXkEyXkFqcGc@._V1_.jpg,Fat Actress,2005,6.1,"Kirstie Alley, Brenda Hampton","Kirstie Alley, Bryan Callen, Rachael Harris, Kelly Preston, Geoffrey Lewis, Bill Smitrovich",1,7,"Comedy, Satire, Sitcom",United States,Kirstie Alley plays a version of herself: an actress who is struggling to lose weight and revive her Hollywood career.
https://www.imdb.com/title/tt0429305/,https://m.media-amazon.com/images/M/MV5BZGI1NDE3MDItODU4ZC00Yjc2LWE4NzctMDI0MTE3Y2JiOGYyXkEyXkFqcGc@._V1_.jpg,American Dragon: Jake Long,2005,6.6,"Jeff Goode, Eddie Guzelian, Matthew Negrete","Dante Basco, Charlie Finn, kittie KaBoom, Keone Young, John DiMaggio, Jeff Bennett",2,55,"Action, Adventure, Animation, Comedy, Family, Superhero, Supernatural Fantasy, Teen Comedy, Teen Fantasy, Urban Adventure","United States, China, Hong Kong, Canada, Philippines, Taiwan, South Korea",A teenage slacker is given the ability to turn into the American Dragon and defend all mythical creatures that secretly reside in the human world.
https://www.imdb.com/title/tt0429442/,https://m.media-amazon.com/images/M/MV5BYmQ4NTcyNGUtNWQ4Ny00ODUxLWJjNWYtYzE5MTZlODVmMDJiXkEyXkFqcGc@._V1_.jpg,Supernanny,2005,5.4,Nick Powell,"Jo Frost, Jeff Bartsch, River Stone Mckeever, Hunter James Mckeever, Jared Wischmeyer, Joseph Collins",8,140,"Business Reality TV, Documentary, Lifestyle, Reality TV",United States,Parenting expert Jo Frost goes around America helping parents deal with their children's behavior.
https://www.imdb.com/title/tt0429455/,https://m.media-amazon.com/images/M/MV5BNmIxNTZhZDMtMDIxNi00NTVlLTgzZGUtOTM1NTI5MjMwNmVjXkEyXkFqcGc@._V1_.jpg,Commander in Chief,2005,6.9,Rod Lurie,"Geena Davis, Donald Sutherland, Harry Lennix, Kyle Secor, Ever Carradine, Caitlin Wachs",1,19,"Drama, Political Drama",United States,MacKenzie Allen becomes the first woman American president after she ascends to the job following the death of president Teddy Bridges.
https://www.imdb.com/title/tt0430839/,https://m.media-amazon.com/images/M/MV5BYmFjYzcwODYtOWQ1Yi00NTZmLTg0MDUtYTA1Y2RkYjVlNGRjXkEyXkFqcGc@._V1_.jpg,Stepmother,2005,7.4,,"Eduardo Capetillo, Martha Julia, Ana Martín, Cecilia Gabriela, Guillermo García Cantú, René Casados",1,125,"Crime, Drama, Mystery, Romance, Telenovela, Thriller",Mexico,"A woman spends 20 years in jail for murder. When she gets out, she finds out that the only way to recover her son and daughter is to prove that she is innocent of such a crime."
https://www.imdb.com/title/tt0433275/,https://m.media-amazon.com/images/M/MV5BNzRjZmQwNWEtMWQxZi00NzYzLTk5NTYtM2M0NGQxNjE1YWMwXkEyXkFqcGc@._V1_.jpg,Flight 29 Down,2005,7.1,"D.J. MacHale, Stan Rogow","Allen Alvarado, Corbin Bleu, Hallee Hirsh, Jeremy James Kissner, Johnny Pacar, Kristy Wu",3,30,"Adventure, Comedy, Drama, Family, Survival",United States,The story of seven kids lost on a deserted island in the Pacific Ocean.
https://www.imdb.com/title/tt0433309/,https://m.media-amazon.com/images/M/MV5BM2QzNmMxYmYtOGEzZi00YmU2LTkzMzctYTVjNWYxNjlhYjU1XkEyXkFqcGc@._V1_.jpg,Numb3rs,2005,7.0,"Nicolas Falacci, Cheryl Heuton","Rob Morrow, David Krumholtz, Judd Hirsch, Alimi Ballard, Navi Rawat, Peter MacNicol",6,119,"Crime, Drama, Mystery, Police Procedural, Thriller",United States,"An FBI agent recruits his brother, a mathematics genius, to help solve crimes."
https://www.imdb.com/title/tt0434672/,https://m.media-amazon.com/images/M/MV5BMTUxNDU4MjY3OF5BMl5BanBnXkFtZTgwMDI2OTg5MjE@._V1_.jpg,The Comeback,2005,8.0,"Michael Patrick King, Lisa Kudrow","Lisa Kudrow, Laura Silverman, Damian Young, Lance Barber, Robert Michael Morris, Malin Akerman",3,25,"Comedy, Mockumentary, Sitcom",United States,An ex A-list celebrity attempts to rekindle the flame of her once prominent acting career with nothing but a camera crew and some determination.
https://www.imdb.com/title/tt0434695/,https://m.media-amazon.com/images/M/MV5BMjM0MDk5MDMtMzk5ZS00M2FhLTkxNTMtNWJlYjQyNGU5ZDBmXkEyXkFqcGc@._V1_.jpg,Klovn,2005,8.5,"Casper Christensen, Frank Hvam","Frank Hvam, Casper Christensen, Mia Lyhne, Iben Hjejle, Michael Carøe, Dya Josefine Hauch",10,95,"Comedy, Danish, Sitcom",Denmark,"The socially awkward misadventures of Frank Hvam, his girlfriend Mia and his best friend Casper."
https://www.imdb.com/title/tt0435576/,https://m.media-amazon.com/images/M/MV5BNTZkNmRkZTEtNzNlMi00M2NiLWI2NzktZTIwODNjMmM4N2YwXkEyXkFqcGc@._V1_.jpg,Point Pleasant,2005,7.0,"John J. McLaughlin, Marti Noxon","Elisabeth Harnois, Grant Show, Sam Page, Aubrey Dollar, Dina Meyer, Cameron Richardson",1,13,"Crime, Drama, Horror, Mystery, Thriller",United States,"A series of supernatural events begins in a small coastal New Jersey town after the arrival of a mysterious teenage girl, who apparently has the ability to influence the people and events around her."
https://www.imdb.com/title/tt0435937/,https://m.media-amazon.com/images/M/MV5BYjhkY2NmZjctOWNkZi00YmEwLWFkNGEtOTBhMWRjODhmOGU1XkEyXkFqcGc@._V1_.jpg,Afterlife,2005,7.9,Stephen Volk,"Lesley Sharp, Andrew Lincoln, Kate Duchêne, Anna Wilson-Jones, Joshua David-Kennedy, Amanda Lawrence",2,14,"Drama, Horror, Mystery, Psychological Drama, Psychological Horror, Thriller",United Kingdom,University lecturer Robert Bridge becomes involved in a series of supernatural events surrounding medium Alison Mundy in this chilling TV series.
https://www.imdb.com/title/tt0436992/,https://m.media-amazon.com/images/M/MV5BZGVmY2RkZjAtZDAwMC00MmZhLThhMGItZmVlNzE4MTgyMWRkXkEyXkFqcGc@._V1_.jpg,Doctor Who,2006,8.5,Sydney Newman,"Jodie Whittaker, Peter Capaldi, Pearl Mackie, David Tennant, Matt Smith, Nicholas Briggs",Unknown,175,"Adventure, Adventure Epic, Drama, Epic, Sci-Fi, Sci-Fi Epic, Space Sci-Fi, Time Travel",United Kingdom,"Continuing on from Doctor Who (1963), this revival follows the further adventures of the Doctor and their companions as they encounter various alien threats and save civilizations on different planets and time periods."
https://www.imdb.com/title/tt0437005/,https://m.media-amazon.com/images/M/MV5BZGM0ODQwM2QtZmFjNS00NjUxLWFiMGUtMTEyZjFlMTBlYmM2XkEyXkFqcGc@._V1_.jpg,Hell's Kitchen,2005,7.2,,"Gordon Ramsay, Jean Philippe Susilovic, Scott Leibfried, Jason Thompson, Marino Monferrato, Andi Van Willigan",24,375,"Cooking Competition, Game Show, Reality TV",United States,"World renowned chef Gordon Ramsay puts aspiring young chefs through rigorous cooking challenges and dinner services at his restaurant, ""Hell's Kitchen""."
https://www.imdb.com/title/tt0437018/,https://m.media-amazon.com/images/M/MV5BMTc4NGRjNGQtOGUwYS00ZGU1LWI4N2MtMTc0ZWZhMDE5OGFmXkEyXkFqcGc@._V1_.jpg,Krypto the Superdog,2005,5.7,"Alan Burnett, Paul Dini","Sam Vincent, Brian Drummond, Scott McNeil, Alberto Ghisi, Ellen Kennedy, Tabitha St. Germain",2,39,"Action, Adventure, Animation, Comedy, Family, Fantasy, Hand-Drawn Animation, Sci-Fi, Superhero","United States, Canada",The adventures of the Kryptonian superhero dog and his friends.
https://www.imdb.com/title/tt0437729/,https://m.media-amazon.com/images/M/MV5BMTcyMjIwNzM0Ml5BMl5BanBnXkFtZTcwNDAxNjgwNA@@._V1_.jpg,The Late Late Show with Craig Ferguson,2005,8.4,,"Craig Ferguson, Shadoe Stevens, Josh Robert Thompson, Joseph Bolter, Ryan McGowan, Richard Malmos",Unknown,2158,"Comedy, Music, Satire, Talk Show",United States,"Making a satire out of the entire Late Night Show concept Scotsman Craig Ferguson hosts his show with a robot skeleton and a ""horse"" as his sidekicks. The show features the stereotypical parts of a Late Show, but all in their own, raw way."
https://www.imdb.com/title/tt0437745/,https://m.media-amazon.com/images/M/MV5BNmMxZWM5NzYtMTJkNS00YTA1LWE2MzYtNmI0NTQzOTRmODQ0XkEyXkFqcGc@._V1_.jpg,Robot Chicken,2005,7.7,"Seth Green, Matthew Senreich, Mike Fasolo","Seth Green, Matthew Senreich, Breckin Meyer, Tom Root, Dan Milano, Tom Sheppard",11,226,"Adult Animation, Adventure, Animation, Comedy, Dark Comedy, Parody, Satire, Sci-Fi, Sketch Comedy, Stop Motion Animation",United States,Pop culture references fly thick and fast as stop-motion animation is featured in sketches lampooning everything from entertainment.
https://www.imdb.com/title/tt0438719/,https://m.media-amazon.com/images/M/MV5BNmVlMmM0NzYtYmQ5My00MGFlLTg2NjEtNjUxZWUzODQ5ZWI4XkEyXkFqcGc@._V1_.jpg,Life with Derek,2005,7.3,"Daphne Ballon, Bernice Vanderlaan","Michael Seater, Ashley Leggat, Jordan Todosey, Danny Mags, Joy Tanner, John Ralston",4,70,"Comedy, Coming-of-Age, Drama, Family, Sitcom",Canada,Comedy tracing the constant feud between Casey and her stepbrother Derek as they vie for control of their household.
https://www.imdb.com/title/tt0439100/,https://m.media-amazon.com/images/M/MV5BOWVmOGQyNDEtY2Y1NS00MGM2LWI5ZTMtNmJmOGUwNjY0N2FkXkEyXkFqcGc@._V1_.jpg,Weeds,2005,7.9,Jenji Kohan,"Mary-Louise Parker, Hunter Parrish, Alexander Gould, Kevin Nealon, Justin Kirk, Elizabeth Perkins",8,102,"Comedy, Crime, Dark Comedy, Drama, Satire, Stoner Comedy",United States,"When a suburban mother turns to dealing marijuana in order to maintain her privileged lifestyle after her husband dies, she finds out just how addicted her entire neighborhood already is."
https://www.imdb.com/title/tt0439879/,https://m.media-amazon.com/images/M/MV5BMWQ0NTlmMzItN2YwYy00OWE5LWJkNWYtMTNiN2VhYjQyOGIwXkEyXkFqcGc@._V1_.jpg,Wildfire,2005,7.5,"Michael Piller, Christopher Teague","Genevieve Padalecki, Nicole Tubiola, Nana Visitor, Greg Serano, Micah Alberti, Ryan Sypek",4,52,"Drama, Family, Mystery, Romance","United States, Canada","A ranch family gives Kris Furillo, a troubled teenager, a second chance at a life."
https://www.imdb.com/title/tt0440981/,https://m.media-amazon.com/images/M/MV5BMWY3YjViZDktZjYxOC00MzNkLThiMmItYzA1ZWMxNGE5ZTE0XkEyXkFqcGc@._V1_.jpg,Aída,2005,6.7,,"Paco León, Pepe Viyuela, Melani Olivares, Mariano Peña, David Castillo, Marisol Ayuso",10,238,"Comedy, Sitcom, Spanish",Spain,"After her father's sudden death, Aida returns to her childhood neighborhood and tries to help her children get ahead in life."
https://www.imdb.com/title/tt0441923/,https://m.media-amazon.com/images/M/MV5BMDgwZTZhMjgtMzc4NS00ZGQ4LWI5YTYtMjczYjI5Zjk1NzhiXkEyXkFqcGc@._V1_.jpg,Goin' Bulilit,2005,7.9,Edgar Mortiz,"Dagul, Belle Mariano, Zaijian Jaranilla, Alexa Ilacad, Casey Da Silva, Bugoy Cariño",1,683,Comedy,Philippines,A gag show portrayed by children with parodies to local shows.
https://www.imdb.com/title/tt0441924/,https://m.media-amazon.com/images/M/MV5BNmY4M2E5MjMtOTM1OC00NTZlLWIwMmQtZGE3YTAxOWMzY2EzXkEyXkFqcGc@._V1_.jpg,Gümüs,2005,5.7,,"Kıvanç Tatlıtuğ, Songül Öden, Güngör Bayrak, Ekrem Bora, Serdar Orçin, Ayça Varlier",3,100,"Drama, Romance, Soap Opera, Turkish",Turkey,"After the apparent death of his girlfriend, Mehmet Sadoglu is encouraged by his parents to marry Gümüs, a simple girl."
https://www.imdb.com/title/tt0442648/,https://m.media-amazon.com/images/M/MV5BOGFjMTUzM2UtMzc0NC00NzJiLTlmZmYtYTQ5MDM4ZDFkMTljXkEyXkFqcGc@._V1_.jpg,Twisted Tales,2005,6.6,,"Margaret Henshaw, Yoel Goldenberg, Tom Ellis, Victoria Hamilton, Annette Badland, Kate Fleetwood",1,14,"Comedy, Drama, Horror, Mystery, Thriller",United Kingdom,"Darkly comic stories with a mysterious twist, the tales set out to spook the brain and tickle the funny bone. A follow-up to the earlier Spine Chillers series."
https://www.imdb.com/title/tt0443370/,https://m.media-amazon.com/images/M/MV5BODVhNTNhYzQtZTEwYy00MWJiLTliMmEtNDIzYmRmOWIzZjIzXkEyXkFqcGc@._V1_.jpg,Dragons' Den,2005,6.8,,"Evan Davis, Peter Jones, Deborah Meaden, Duncan Bannatyne, Touker Suleyman, Theo Paphitis",22,280,"Business Reality TV, Game Show, Reality TV",United Kingdom,"Budding entrepreneurs, inventors, and small businessmen pitch their ideas to five ""dragons""--real-life business leaders and millionaires."
https://www.imdb.com/title/tt0443390/,https://m.media-amazon.com/images/M/MV5BMzQyZjdjODktNzBlZC00NWViLWFhNzctYmFjNmMzYTM4MDIyXkEyXkFqcGc@._V1_.jpg,Love Soup,2006,8.1,David Renwick,"Tamsin Greig, Montserrat Lombard, Sheridan Smith, Owen Brenman, Michael Landes, Mark Heap",2,18,"Comedy, Drama, Romance, Sitcom",United Kingdom,"Alice Chenery and Gil Raymond are perfect for each other. They like the same things, respect the same things, and share the same beliefs. The only problem is that they are completely unaware of each other's existence."
https://www.imdb.com/title/tt0445114/,https://m.media-amazon.com/images/M/MV5BMGU5NmYzNDYtNGE0OC00YzkxLWIwMjctZGI3MzZlOWM0MTAxXkEyXkFqcGc@._V1_.jpg,Extras,2005,8.3,"Ricky Gervais, Stephen Merchant","Ricky Gervais, Ashley Jensen, Stephen Merchant, Shaun Williamson, Shaun Pye, Sarah Moyle",2,13,"Comedy, Drama, Showbiz Drama, Sitcom","United Kingdom, United States","Andy Millman is an actor with ambition and a script. Reduced to working as an extra with a useless agent, Andy's attempts to boost his career invariably end in failure and embarrassment."
